Id,Country,Name,Hometown,Position,Age,Height,Weight,Photo
Rsa-3,South-Africa,Faf De Klerk,"Mbombela, South Africa",9,32,172 Cm,88 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/56104.png
Rsa-4,South-Africa,Jaden Hendrikse,,9,23,184 Cm,86 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/66738.png
Rsa-5,South-Africa,Cobus Reinach,"Bloemfontein, South Africa",9,33,175 Cm,84 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/53956.png
Rsa-6,South-Africa,Grant Williams,,9,27,174 Cm,80 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/71724.png
Rsa-7,South-Africa,Andre Esterhuizen,"Durban, South Africa",Centre,29,191 Cm,106 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/50446.png
Rsa-8,South-Africa,Jesse Kriel,"Cape Town, South Africa",Centre,29,186 Cm,96 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/49029.png
Rsa-9,South-Africa,Damian De Allende,"Cape Town, South Africa",Centre,32,189 Cm,101 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/50681.png
Rsa-10,South-Africa,Handre Pollard,"Somerset West, South Africa",Unknown,29,189 Cm,98 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/46392.png
Rsa-11,South-Africa,Lukhanyo Am,"East London, South Africa",Unknown,30,186 Cm,93 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/58707.png
Rsa-12,South-Africa,Damian Willemse,"Strand, South Africa",Utility Back,25,183 Cm,86 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/60620.png
Rsa-13,South-Africa,Canan Moodie,,Wing,21,190 Cm,89 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/71486.png
Rsa-14,South-Africa,Cheslin Kolbe,"Cape Town, South Africa",Wing,30,170 Cm,74 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/48565.png
Rsa-15,South-Africa,Kurt-Lee Arendse,,Wing,27,177 Cm,80 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/66060.png
Rsa-16,South-Africa,Deon Fourie,"Pretoria, South Africa",2,37,176 Cm,96 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/29658.png
Rsa-17,South-Africa,Mbongeni Mbonambi,"Bethlehem, South Africa",2,32,177 Cm,98 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/43544.png
Rsa-18,South-Africa,Jasper Wiese,"Upington, South Africa",8,28,189 Cm,110 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/71061.png
Rsa-19,South-Africa,Duane Vermeulen,"Mbombela, South Africa",8,37,193 Cm,108 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/37137.png
Rsa-20,South-Africa,Kwagga Smith,"Krugersdorp, South Africa",Flanker,30,181 Cm,85 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/48550.png
Rsa-21,South-Africa,Siya Kolisi,"Port Elizabeth, South Africa",Flanker,32,186 Cm,99 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/39774.png
Rsa-22,South-Africa,Marco Van Staden,"Krugersdorp, South Africa",Flanker,28,184 Cm,110 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/64590.png
Rsa-23,South-Africa,Pieter-Steph Du Toit,"Riebeeck Kasteel, South Africa",Flanker,31,200 Cm,115 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/45550.png
Rsa-24,South-Africa,Rg Snyman,"Pretoria, South Africa",Lock,28,206 Cm,117 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/55747.png
Rsa-25,South-Africa,Jean Kleyn,"Johannesburg, South Africa",Lock,30,203 Cm,121 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/67415.png
Rsa-26,South-Africa,Eben Etzebeth,"Cape Town, South Africa",Lock,32,204 Cm,119 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/43559.png
Rsa-27,South-Africa,Franco Mostert,"Johannesburg, South Africa",Lock,33,198 Cm,112 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/58426.png
Rsa-28,South-Africa,Marvin Orie,"Johannesburg, South Africa",Lock,30,197 Cm,109 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/45532.png
Rsa-29,South-Africa,Frans Malherbe,"Paarl, South Africa",Prop,32,190 Cm,123 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/47012.png
Rsa-30,South-Africa,Ox Nche,,Prop,28,173 Cm,105 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/55744.png
Rsa-31,South-Africa,Trevor Nyakane,"Limpopo, South Africa",Prop,34,178 Cm,120 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/49081.png
Rsa-32,South-Africa,Vincent Koch,"Empangeni, South Africa",Prop,33,185 Cm,118 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/49037.png
Rsa-33,South-Africa,Steven Kitshoff,"Somerset West, South Africa",Prop,31,183 Cm,120 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/45555.png
Ire-1,Ireland,Ross Byrne,"Dublin, Ireland",10,28,191 Cm,91 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/50482.png
Ire-2,Ireland,Johnny Sexton,"Dublin, Ireland",10,38, Cm, Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/26541.png
Ire-3,Ireland,Jack Crowley,,10,23,183 Cm,82 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/69045.png
Ire-4,Ireland,Hugo Keenan,,15,27,185 Cm,88 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/66511.png
Ire-5,Ireland,Craig Casey,,9,24,166 Cm,76 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/65664.png
Ire-6,Ireland,Conor Murray,"Limerick, Ireland",9,34,190 Cm,93 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/36654.png
Ire-7,Ireland,Jamison Gibson-Park,,9,31,176 Cm,80 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/47498.png
Ire-8,Ireland,Bundee Aki,"Otahuhu, New Zealand",Centre,33,178 Cm,99 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/45276.png
Ire-9,Ireland,Garry Ringrose,"Dublin, Ireland",Centre,28,187 Cm,95 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/50499.png
Ire-10,Ireland,Stuart Mccloskey,"Newtownards, Ireland",Centre,31,193 Cm,110 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/50769.png
Ire-11,Ireland,Robbie Henshaw,"Galway, Ireland",Centre,30,192 Cm,99 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/47646.png
Ire-12,Ireland,Jimmy O'Brien,,Wing,27,184 Cm,88 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/62927.png
Ire-13,Ireland,Keith Earls,"Limerick, Ireland",Wing,36,178 Cm,86 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/28999.png
Ire-14,Ireland,Mack Hansen,,Wing,25,189 Cm,93 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/63165.png
Ire-15,Ireland,James Lowe,"Nelson, New Zealand",Wing,31,187 Cm,101 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/42642.png
Ire-16,Ireland,Ronan Kelleher,,2,25,184 Cm,104 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/59777.png
Ire-17,Ireland,Dan Sheehan,,2,25,191 Cm,107 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/63781.png
Ire-18,Ireland,Rob Herring,"Cape Town, South Africa",2,33,184 Cm,108 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/49063.png
Ire-19,Ireland,Jack Conan,"Dublin, Ireland",8,31,191 Cm,111 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/45851.png
Ire-20,Ireland,Caelan Doris,,8,25,193 Cm,103 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/59773.png
Ire-21,Ireland,Ryan Baird,,Flanker,24,198 Cm,107 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/65681.png
Ire-22,Ireland,Josh Van Der Flier,"Dublin, Ireland",Flanker,30,187 Cm,104 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/45944.png
Ire-23,Ireland,Peter O'Mahony,"Cork, Ireland",Flanker,34,191 Cm,105 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/36658.png
Ire-24,Ireland,Tadhg Beirne,"Dublin, Ireland",Lock,31,198 Cm,112 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/45848.png
Ire-25,Ireland,Iain Henderson,"Craigavon, Northern Ireland",Lock,31,199 Cm,117 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/43494.png
Ire-26,Ireland,Joe Mccarthy,,Lock,22,196 Cm,121 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/69056.png
Ire-27,Ireland,James Ryan,"Dublin, Ireland",Lock,27,210 Cm,118 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/56907.png
Ire-28,Ireland,Tadhg Furlong,"Wexford, Ireland",Prop,31,185 Cm,125 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/43490.png
Ire-29,Ireland,Dave Kilcoyne,"Limerick, Ireland",Prop,34,181 Cm,110 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/47365.png
Ire-30,Ireland,Jeremy Loughman,,Prop,28,186 Cm,119 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/55701.png
Ire-31,Ireland,Tom O'Toole,,Prop,25,185 Cm,122 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/62373.png
Ire-32,Ireland,Andrew Porter,"Dublin, Ireland",Prop,27,184 Cm,123 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/55709.png
Ire-33,Ireland,Finlay Bealham,"Canberra, Australia",Prop,32,190 Cm,117 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/43486.png
Sco-1,Scotland,Ben Healy,,10,24,190 Cm,93 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/65669.png
Sco-2,Scotland,Finn Russell,"Stirling, Scotland",10,31,182 Cm,87 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/45928.png
Sco-3,Scotland,Blair Kinghorn,"Edinburgh, Scotland",15,26,190 Cm,95 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/55642.png
Sco-4,Scotland,Ollie Smith,,15,23,188 Cm,90 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/65717.png
Sco-5,Scotland,Ben White,,9,25,180 Cm,88 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/62432.png
Sco-6,Scotland,George Horne,"Dundee, Scotland",9,28,174 Cm,79 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/55641.png
Sco-7,Scotland,Ali Price,"King'S Lynn, England",9,30,177 Cm,88 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/48670.png
Sco-8,Scotland,Cameron Redpath,,Centre,23,185 Cm,93 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/62480.png
Sco-9,Scotland,Huw Jones,"Edinburgh, Scotland",Centre,29,186 Cm,102 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/58569.png
Sco-10,Scotland,Sione Tuipulotu,"Carlton, Australia",Centre,26,178 Cm,104 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/60435.png
Sco-11,Scotland,Chris Harris,"Carlisle, England",Centre,32,188 Cm,104 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/61993.png
Sco-12,Scotland,Kyle Steyn,"Roodepoort, South Africa",Wing,29,187 Cm,102 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/62621.png
Sco-13,Scotland,Darcy Graham,"Melrose, Scotland",Wing,26,177 Cm,84 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/56855.png
Sco-14,Scotland,Duhan Van Der Merwe,,Wing,28,192 Cm,96 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/50689.png
Sco-15,Scotland,George Turner,"Edinburgh, Scotland",2,31,180 Cm,105 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/45921.png
Sco-16,Scotland,Ewan Ashman,"Toronto, Canada",2,23,186 Cm,104 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/65702.png
Sco-17,Scotland,Johnny Matthews,"Liverpool, England",2,30, Cm, Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/74079.png
Sco-18,Scotland,Matt Fagerson,"Perth, Scotland",8,25,186 Cm,98 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/64206.png
Sco-19,Scotland,Jack Dempsey,"Wahroonga, Australia",8,29,190 Cm,92 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/48596.png
Sco-20,Scotland,Jamie Ritchie,"Dundee, Scotland",Flanker,27,190 Cm,108 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/50434.png
Sco-21,Scotland,Hamish Watson,"Manchester, England",Flanker,32,185 Cm,102 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/43538.png
Sco-22,Scotland,Rory Darge,,Flanker,23,185 Cm,98 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/62457.png
Sco-23,Scotland,Luke Crosbie,,Flanker,26,196 Cm,103 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/56847.png
Sco-24,Scotland,Sam Skinner,"Exeter, England",Lock,28,196 Cm,111 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/55604.png
Sco-25,Scotland,Grant Gilchrist,"Stirling, Scotland",Lock,33,198 Cm,118 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/36676.png
Sco-26,Scotland,Scott Cummings,"Glasgow, Scotland",Lock,27,198 Cm,115 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/55636.png
Sco-27,Scotland,Richie Gray,"Rutherglen, Scotland",Lock,34,207 Cm,126 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/34128.png
Sco-28,Scotland,Javan Sebastian,"Carmarthen, Wales",Prop,29,177 Cm,121 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/71576.png
Sco-29,Scotland,Rory Sutherland,"Melrose, Scotland",Prop,31,180 Cm,110 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/56341.png
Sco-30,Scotland,Pierre Schoeman,,Prop,29,183 Cm,116 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/50458.png
Sco-31,Scotland,Zander Fagerson,"Perth, Scotland",Prop,27,188 Cm,126 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/50424.png
Sco-32,Scotland,Wp Nel,"Loeriesfontein, South Africa",Prop,37,180 Cm,114 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/37061.png
Sco-33,Scotland,Jamie Bhatti,"Stirling, Scotland",Prop,30,185 Cm,120 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/45925.png
Tga-1,Tonga,Patrick Pellegrini,"Randwick, Australia",10,25,170 Cm,80 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/83a3d68f-7b2e-464e-b70b-d6fc89ad9b6e.png
Tga-2,Tonga,William Havili,,10,25,185 Cm,90 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/74259.png
Tga-3,Tonga,Salesi Piutau,"Auckland, New Zealand",15,32,186 Cm,95 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/39879.png
Tga-4,Tonga,Kyren Taumoefolau,,15,20,187 Cm,80 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/75883.png
Tga-5,Tonga,Augustine Pulu,,9,33,180 Cm,89 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/54499.png
Tga-6,Tonga,Sonatane Takulua,"Tofoa, Tonga",9,32,180 Cm,95 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/50727.png
Tga-7,Tonga,Manusiu Paea,,9,22, Cm, Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/74258.png
Tga-8,Tonga,Pita Ahki,,Centre,31,179 Cm,98 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/43604.png
Tga-9,Tonga,George Moala,,Centre,33,187 Cm,95 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/36856.png
Tga-10,Tonga,Malakai Fekitoa,"Hihifo Hp, Tonga",Centre,31,187 Cm,95 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/43605.png
Tga-11,Tonga,Afusipa Taumoepeau,,Utility Back,33,184 Cm,95 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/36792.png
Tga-12,Tonga,Fine Inisi,,Utility Back,25,187 Cm,79 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/65609.png
Tga-13,Tonga,Anzelo Tuitavuki,,Wing,25,187 Cm,78 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/74261.png
Tga-14,Tonga,Solomone Kata,,Wing,29,177 Cm,104 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/72537.png
Tga-15,Tonga,Paula Ngauamo,"Christchurch, New Zealand",2,33,185 Cm,122 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/50000.png
Tga-16,Tonga,Sione Anga'Aelangi,"Sydney, Australia",2,35,180 Cm,106 Kg,https://www.pngkit.com/png/full/349-3499519_person1-placeholder-imagem-de-perfil-anonimo.png
Tga-17,Tonga,Sam Moli,,2,24,185 Cm,114 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/71648.png
Tga-18,Tonga,Sione Vailanu,"Tofoa, Tonga",8,28,189 Cm,119 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/55268.png
Tga-19,Tonga,Vaea Fifita,"Neiafu, Tonga",8,31,196 Cm,116 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/61094.png
Tga-20,Tonga,Sione Talitui,,Flanker,25,187 Cm,108 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/74256.png
Tga-21,Tonga,Tanginoa Halaifonua,,Flanker,27,187 Cm,85 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/55259.png
Tga-22,Tonga,Penitoa Finau,"Hamilton, New Zealand",Flanker,29, Cm, Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/d1f59886-5d58-4f89-8bc4-f6eca5607ca3.png
Tga-23,Tonga,Semisi Paea,,Lock,24,194 Cm,112 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/71887.png
Tga-24,Tonga,Halaleva Fifita,"Neiafu, Tonga",Lock,34,193 Cm,116 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/36837.png
Tga-25,Tonga,Adam Coleman,"Hobart, Tasmania, Australia",Lock,32,204 Cm,122 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/45216.png
Tga-26,Tonga,Sitiveni Mafi,"Fairfield, Australia",Lock,34,196 Cm,102 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/34256.png
Tga-27,Tonga,Sam Lousi,"Auckland, New Zealand",Lock,32,198 Cm,121 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/61135.png
Tga-28,Tonga,Tau Koloamatangi,,Prop,28,172 Cm,115 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/50408.png
Tga-29,Tonga,Ben Tameifuna,"Otahuhu, New Zealand",Prop,32,188 Cm,151 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/43516.png
Tga-30,Tonga,Siate Tokolahi,"Tofoa, Tonga",Prop,31,182 Cm,118 Kg,https://www.pngkit.com/png/full/349-3499519_person1-placeholder-imagem-de-perfil-anonimo.png
Tga-31,Tonga,Sosefo Apikotoa,,Prop,27,191 Cm,120 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/74254.png
Tga-32,Tonga,Paula Latu,,Prop,27,187 Cm,123 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/4dc1b102-c8c5-46d9-9238-07d03a5c11bd.png
Tga-33,Tonga,Siegfried Fisi'Ihoi,"Neiafu, Tonga",Prop,36,184 Cm,125 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/58698.png
Rou-1,Romania,Luca Nichitean,,10,24, Cm, Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/fc7b47cd-0ad7-4619-acd2-356b7e30fa26.png
Rou-2,Romania,Tudor Boldor,,10,26,182 Cm,90 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/65095.png
Rou-3,Romania,Marius Simionescu,,15,26,187 Cm,88 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/61105.png
Rou-4,Romania,Alin Conache,,9,21,170 Cm,75 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/72926.png
Rou-5,Romania,Florin Surugiu,"Bucharest, Romania",9,39,170 Cm,81 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/34284.png
Rou-6,Romania,Gabriel Rupanu,,9,26,176 Cm,75 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/67312.png
Rou-7,Romania,Tevita Manumua,,Centre,30,189 Cm,118 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/48893.png
Rou-8,Romania,Mihai Graure,"Bucharest, Romania",Centre,20, Cm, Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/b95c2cd8-cf18-4999-88b3-d5b45db4ccf3.png
Rou-9,Romania,Jason Tomane,,Centre,28,186 Cm,111 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/72526.png
Rou-10,Romania,Alexandru Bucur,,Centre,29, Cm, Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/65207.png
Rou-11,Romania,Nicholas Onutu,,Wing,27,182 Cm,79 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/58326.png
Rou-12,Romania,Sioeli Lama,,Wing,28,175 Cm,86 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/72665.png
Rou-13,Romania,Fonovai Tangimana,,Wing,34,187 Cm,111 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/59460.png
Rou-14,Romania,Taliauli Sikuea,,Wing,28,189 Cm,98 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/55041.png
Rou-15,Romania,Florin Bardasu,,2,32,173 Cm,91 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/39224.png
Rou-16,Romania,Ovidiu Cojocaru,,2,27,177 Cm,103 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/61132.png
Rou-17,Romania,Robert Irimescu,,2,27,180 Cm,103 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/76040.png
Rou-18,Romania,Andre Gorin,,8,36,192 Cm,112 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/65800.png
Rou-19,Romania,Damian Stratila,,8,27,189 Cm,114 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/72525.png
Rou-20,Romania,Cristian Chirica,,8,26,192 Cm,115 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/59342.png
Rou-21,Romania,Florian Rosu,,Flanker,30,193 Cm,106 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/71673.png
Rou-22,Romania,Cristi Boboc,,Flanker,28,188 Cm,108 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/70529.png
Rou-23,Romania,Vlad Neculau,,Flanker,25,191 Cm,99 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/64426.png
Rou-24,Romania,Dragos Ser,,Flanker,24,187 Cm,102 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/64431.png
Rou-25,Romania,Stefan Iancu,,Lock,25,205 Cm,130 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/64423.png
Rou-26,Romania,Adrian Motoc,,Lock,27,197 Cm,114 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/62212.png
Rou-27,Romania,Marius Iftimiciuc,,Lock,26,202 Cm,127 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/65094.png
Rou-28,Romania,Gheorghe Gajion,,Prop,31,190 Cm,110 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/44815.png
Rou-29,Romania,Alexandru Gordas,"Bucharest, Romania",Prop,29,183 Cm,117 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/56077.png
Rou-30,Romania,Costel Burtila,,Prop,32,185 Cm,120 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/69106.png
Rou-31,Romania,Thomas Cretu,,Prop,21,190 Cm,130 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/73249.png
Rou-32,Romania,Alexandru Savin,,Prop,28,187 Cm,121 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/65093.png
Rou-33,Romania,Iulian Hartig,,Prop,25,179 Cm,98 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/64421.png
Wal-1,Wales,Dan Biggar,"Swansea, Wales",10,34,188 Cm,93 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/33997.png
Wal-2,Wales,Sam Costelow,"Llantrisant, Wales",10,22,169 Cm,83 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/65575.png
Wal-3,Wales,Gareth Anscombe,"Takapuna, New Zealand",10,32,183 Cm,87 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/43506.png
Wal-4,Wales,Liam Williams,"Swansea, Wales",15,32,185 Cm,87 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/43423.png
Wal-5,Wales,Leigh Halfpenny,"Swansea, Wales",15,34,178 Cm,85 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/32440.png
Wal-6,Wales,Gareth Davies,"Carmarthen, Wales",9,33,178 Cm,88 Kg,https://www.rugbyworldcup.com/rwc2023/person-images-site/player-profile/38914.png
